Pagina,Link
pagina_1,"['https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-mooca-zona-leste-sao-paulo-sp-80m2-id-2747747049/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-campo-belo-zona-sul-sao-paulo-sp-135m2-id-2663170169/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-cerqueira-cesar-centro-sao-paulo-sp-110m2-id-2688343418/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-cozinha-bosque-da-saude-sao-paulo-67m2-id-2742073558/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-agua-fria-sao-paulo-81m2-id-2746654399/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-vila-olimpia-sao-paulo-101m2-id-2740591700/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-jardim-aeroporto-sao-paulo-43m2-id-2744475084/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-parque-novo-mundo-sao-paulo-49m2-id-2749790400/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-parque-reboucas-sao-paulo-57m2-id-2750285560/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-vila-constanca-sao-paulo-50m2-id-2750287117/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-academia-bela-vista-sao-paulo-40m2-id-2750394600/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-vila-antonieta-sao-paulo-43m2-id-2750394135/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-churrasqueira-bela-vista-sao-paulo-50m2-id-2750394893/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-churrasqueira-vila-aricanduva-sao-paulo-45m2-id-2750394407/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-academia-vila-aricanduva-sao-paulo-55m2-id-2750394804/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-agua-branca-sao-paulo-52m2-id-2750286439/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-vila-andrade-sao-paulo-49m2-id-2750395593/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-tatuape-sao-paulo-45m2-id-2750394696/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-mooca-sao-paulo-45m2-id-2750395596/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-vila-parque-jabaquara-sao-paulo-51m2-id-2750285571/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-saude-sao-paulo-45m2-id-2750395695/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-itaquera-sao-paulo-50m2-id-2750395006/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-vila-andrade-sao-paulo-47m2-id-2750285555/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-vila-do-encontro-sao-paulo-30m2-id-2750288705/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-vila-romana-sao-paulo-45m2-id-2750395697/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-vila-palmeiras-sao-paulo-56m2-id-2750286435/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-jardim-cabore-sao-paulo-54m2-id-2750404031/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-jardim-umuarama-sao-paulo-50m2-id-2750287453/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-elevador-cidade-patriarca-sao-paulo-50m2-id-2749845449/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-playground-vila-pompeia-sao-paulo-72m2-id-2748572782/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-vila-re-sao-paulo-32m2-id-2747106094/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-churrasqueira-jardim-vila-formosa-sao-paulo-57m2-id-2749700108/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-jardim-sao-paulo-zona-norte-sao-paulo-70m2-id-2749669688/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-vila-antonieta-sao-paulo-60m2-id-2750002850/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-piscina-pinheiros-sao-paulo-49m2-id-2749701619/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-parque-reboucas-sao-paulo-75m2-id-2666305702/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-churrasqueira-vila-chabilandia-sao-paulo-47m2-id-2749856970/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-cidade-lider-sao-paulo-61m2-id-2748079411/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-tatuape-sao-paulo-52m2-id-2749754133/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-santana-sao-paulo-49m2-id-2750394599/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-chacara-nossa-senhora-do-bom-conselho-sao-paulo-45m2-id-2750394508/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-vila-andrade-sao-paulo-48m2-id-2750288594/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-vila-santo-estefano-sao-paulo-45m2-id-2750394120/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-vila-andrade-sao-paulo-55m2-id-2750287462/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-saude-sao-paulo-45m2-id-2750394509/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-elevador-cidade-vargas-sao-paulo-45m2-id-2750394437/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-itaquera-sao-paulo-30m2-id-2750285644/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-academia-parque-sao-jorge-sao-paulo-65m2-id-2750287456/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-vila-santa-catarina-sao-paulo-30m2-id-2750287126/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-tatuape-sao-paulo-50m2-id-2750395499/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-vila-olimpia-sao-paulo-45m2-id-2750395698/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-churrasqueira-jardim-parque-morumbi-sao-paulo-42m2-id-2750395003/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-agua-branca-sao-paulo-91m2-id-2749447896/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-saude-sao-paulo-52m2-id-2750286438/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-vila-cordeiro-sao-paulo-50m2-id-2750394705/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-conjunto-habitacional-fazenda-do-carmo-sao-paulo-30m2-id-2750285643/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-vila-gomes-cardim-sao-paulo-72m2-id-2750394418/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-vila-olimpia-sao-paulo-76m2-id-2750394450/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-vila-guarani-z-sul-sao-paulo-78m2-id-2750288494/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-cidade-lider-sao-paulo-47m2-id-2749695076/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-churrasqueira-cidade-lider-sao-paulo-53m2-id-2750307762/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-vila-santa-catarina-sao-paulo-45m2-id-2750394814/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-jardim-cabore-sao-paulo-95m2-id-92928096/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-paraiso-sao-paulo-62m2-id-2750395301/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-cidade-moncoes-sao-paulo-65m2-id-2746496817/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-academia-bela-vista-sao-paulo-53m2-id-2750288602/']"
pagina_2,"['https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-vila-olimpia-zona-sul-sao-paulo-sp-120m2-id-2713596664/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-caxingui-zona-oeste-sao-paulo-sp-69m2-id-2739566329/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-morumbi-zona-sul-sao-paulo-sp-137m2-id-2749145697/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-jardim-maria-estela-sao-paulo-44m2-id-2750373923/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-jardim-previdencia-sao-paulo-51m2-id-2750442602/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-vila-anastacio-sao-paulo-134m2-id-2750318207/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-cozinha-cidade-tiradentes-sao-paulo-49m2-id-2605326976/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-academia-nova-piraju-sao-paulo-66m2-id-2750473028/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-piscina-pinheiros-sao-paulo-46m2-id-2748536673/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-vila-mascote-sao-paulo-79m2-id-2750288700/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-tatuape-sao-paulo-90m2-id-2750473627/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-vila-anastacio-sao-paulo-134m2-id-2750315223/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-consolacao-sao-paulo-45m2-id-2750394115/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-jardim-oriental-sao-paulo-30m2-id-2750287125/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-elevador-saude-sao-paulo-74m2-id-2750473007/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-vila-mariana-sao-paulo-47m2-id-2750394416/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-churrasqueira-parque-sao-lourenco-sao-paulo-50m2-id-2750370468/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-elevador-planalto-paulista-sao-paulo-96m2-id-2750472949/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-academia-vila-santa-catarina-sao-paulo-49m2-id-2750394436/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-tatuape-sao-paulo-52m2-id-2750285562/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-pinheiros-sao-paulo-162m2-id-2750351003/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-mooca-sao-paulo-63m2-id-2750285557/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-barra-funda-sao-paulo-60m2-id-2750395504/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-saude-sao-paulo-52m2-id-2750286438/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-churrasqueira-vila-do-encontro-sao-paulo-40m2-id-2750395900/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-vila-cordeiro-sao-paulo-50m2-id-2750394705/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-elevador-jardim-das-acacias-sao-paulo-40m2-id-2750394798/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-lapa-sao-paulo-61m2-id-2750288698/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-sacoma-sao-paulo-82m2-id-2431840073/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-saude-sao-paulo-87m2-id-2750348393/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-vila-matilde-sao-paulo-72m2-id-2461979897/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-bras-sao-paulo-43m2-id-2433537576/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-jabaquara-sao-paulo-30m2-id-2750287469/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-vila-santa-catarina-sao-paulo-65m2-id-2750395097/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-belenzinho-sao-paulo-63m2-id-2748532476/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-vila-santa-catarina-sao-paulo-45m2-id-2750394814/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-vila-andrade-sao-paulo-160m2-id-2746503599/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-vila-alexandria-sao-paulo-80m2-id-2750474405/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-quadra-poliesportiva-brooklin-paulista-sao-paulo-85m2-id-2750523001/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-saude-sao-paulo-120m2-id-2750472993/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-perdizes-sao-paulo-60m2-id-2750473350/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-bela-vista-sao-paulo-52m2-id-2750286830/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-playground-cambuci-sao-paulo-40m2-id-2750394511/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-vila-andrade-sao-paulo-86m2-id-2564165002/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-cozinha-penha-de-franca-sao-paulo-40m2-id-2600493114/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-elevador-parque-sao-jorge-sao-paulo-88m2-id-2750473821/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-vila-guarani-z-sul-sao-paulo-78m2-id-2750288494/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-salao-de-festas-mirandopolis-sao-paulo-45m2-id-2750394504/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-churrasqueira-ipiranga-sao-paulo-185m2-id-2749718539/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-vila-andrade-sao-paulo-113m2-id-2750342723/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-vila-prudente-sao-paulo-84m2-id-2746533517/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-academia-tatuape-sao-paulo-42m2-id-2750471517/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-vila-suzana-sao-paulo-226m2-id-2749709757/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-indianopolis-sao-paulo-65m2-id-2750179417/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-chacara-belenzinho-sao-paulo-68m2-id-2669873999/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-vila-clementino-sao-paulo-98m2-id-2750315099/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-vila-santa-catarina-sao-paulo-58m2-id-2750243765/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-elevador-perdizes-sao-paulo-94m2-id-2750474396/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-jardim-brasil-zona-sul-sao-paulo-65m2-id-2750473010/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-churrasqueira-chacara-belenzinho-sao-paulo-50m2-id-2707195333/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-penha-de-franca-sao-paulo-42m2-id-2749705662/']"
pagina_3,"['https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-pinheiros-zona-oeste-sao-paulo-sp-80m2-id-2708403160/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-chacara-inglesa-zona-sul-sao-paulo-sp-64m2-id-2657354554/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-santa-teresinha-zona-norte-sao-paulo-sp-96m2-id-2733363813/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-penha-de-franca-sao-paulo-42m2-id-2749705662/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-academia-pinheiros-sao-paulo-107m2-id-2748468862/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-elevador-pinheiros-sao-paulo-45m2-id-2750394703/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-churrasqueira-jardim-santa-terezinha-zona-leste-sao-paulo-33m2-id-2749703078/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-vila-andrade-sao-paulo-79m2-id-2749707797/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-academia-agua-branca-sao-paulo-89m2-id-2748472507/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-barra-funda-sao-paulo-62m2-id-2749822844/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-cozinha-perdizes-sao-paulo-59m2-id-2749508511/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-cozinha-cidade-lider-sao-paulo-32m2-id-2624208490/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-piscina-vila-mariana-sao-paulo-40m2-id-2750395200/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-vila-guilherme-sao-paulo-60m2-id-2747910029/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-churrasqueira-jardim-belem-sao-paulo-45m2-id-2749998438/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-churrasqueira-jardim-santa-terezinha-zona-leste-sao-paulo-52m2-id-2749700233/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-piscina-perdizes-sao-paulo-77m2-id-2747909531/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mooca-sao-paulo-78m2-id-2749528400/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-vila-andrade-sao-paulo-96m2-id-2749416261/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-jardim-sao-saverio-sao-paulo-36m2-id-2750373337/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-cozinha-vila-buarque-sao-paulo-50m2-id-2750370009/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-lavanderia-coletiva-cidade-patriarca-sao-paulo-34m2-id-2718371537/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-mobiliado-agua-branca-sao-paulo-157m2-id-2749585190/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-imirim-sao-paulo-89m2-id-2727811797/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-jardim-santa-terezinha-zona-leste-sao-paulo-60m2-id-2750374626/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-elevador-consolacao-sao-paulo-45m2-id-2750394415/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-vila-mariana-sao-paulo-48m2-id-2750394445/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-perdizes-sao-paulo-98m2-id-2747911398/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-academia-nova-piraju-sao-paulo-66m2-id-2750473028/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-jardim-independencia-sao-paulo-64m2-id-2748472426/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-saude-sao-paulo-84m2-id-2746827751/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-playground-perdizes-sao-paulo-230m2-id-2749896766/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-limao-sao-paulo-50m2-id-2682261447/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-jardim-papai-noel-sao-paulo-68m2-id-2750395096/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-vila-da-saude-sao-paulo-70m2-id-2750440720/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-churrasqueira-na-varanda-jardim-iris-sao-paulo-43m2-id-2750292309/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-cozinha-vila-chabilandia-sao-paulo-47m2-id-2605325642/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-jardim-das-acacias-sao-paulo-66m2-id-2471501478/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-churrasqueira-na-varanda-jardim-iris-sao-paulo-43m2-id-2750291903/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-elevador-campo-belo-sao-paulo-80m2-id-2747906757/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-vila-andrade-sao-paulo-45m2-id-2746597912/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-vila-moreira-sao-paulo-55m2-id-2600874864/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-churrasqueira-engenheiro-goulart-sao-paulo-52m2-id-2750356896/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-churrasqueira-jardim-parque-morumbi-sao-paulo-20m2-id-2750287130/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-itaquera-sao-paulo-35m2-id-2750504915/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-campo-belo-sao-paulo-58m2-id-2682260850/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-academia-vila-andrade-sao-paulo-70m2-id-2661684076/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-indianopolis-sao-paulo-96m2-id-2732304538/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-varanda-mandaqui-sao-paulo-70m2-id-2738261185/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-cozinha-jardim-artur-alvim-sao-paulo-55m2-id-2597000884/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-cidade-lider-sao-paulo-48m2-id-2749998372/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-sumare-sao-paulo-40m2-id-2750102116/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-vila-cosmopolita-sao-paulo-48m2-id-2750308707/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-vila-clementino-sao-paulo-96m2-id-2682261825/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-vila-cordeiro-sao-paulo-50m2-id-2750394705/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-limao-sao-paulo-50m2-id-2682262424/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-churrasqueira-americanopolis-sao-paulo-50m2-id-2694607976/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-piscina-perdizes-sao-paulo-28m2-id-2744960372/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-churrasqueira-jardim-cabore-sao-paulo-64m2-id-2749997450/', 'https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-quadra-poliesportiva-perdizes-sao-paulo-140m2-id-2749372783/']"
